year,name,college,pos,height,weight,hand_size,arm_length,wonderlic,40_yard,bench_press,vert_leap,broad_jump,shuttle,3_cone,60yd_shuttle,simple_pos,tag,drafted,player_id,draft_round,draft_pick,team,year_max,age,all_pros_first_team,pro_bowls,years_as_primary_starter,career_av,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,rec,rec_yds,tackles_solo,rec_td,def_int,sacks,college_id,college_link,college_games,college_pass_yds,college_pass_td,college_pass_int,college_pass_cmp_pct,college_rush_yds,college_rush_td,college_rec_yds,college_rec_td,college_tackles,college_sacks,college_ints,college_fumbles,Link,Name,POS,College,Year,RAS,Alltime RAS,Round,Draft Team
1991,fredmcafee,Mississippi College,RB,69.9,193.0,9.63,31.0,,4.6,18.0,37.0,122.0,4.13,,,RB,"Fred Mcafee, Mississippi College",True,McAfFr00,6,154.0,saints,2006.0,23.0,0.0,1.0,0.0,9.0,194.0,0.0,0.0,0.0,0.0,0.0,304.0,1273.0,8.0,35.0,211.0,,0.0,,,Mississippi Col.,,,,,,,,,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1890"">Link</a>",fredmcafee,RB,Mississippi College,1991.0,9.18,6.84,6.0,saints
1991,edmccaffrey,Stanford,WR,77.0,210.0,10.25,34.5,,4.69,,37.0,121.0,4.15,,,WR,"Ed Mccaffrey, Stanford",True,McCaEd00,3,83.0,giants,2003.0,23.0,0.0,1.0,6.0,67.0,185.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,565.0,7422.0,,55.0,,,Stanford,http://www.sports-reference.com/cfb/players/ed-mccaffrey-1.html,44.0,,,,,2.0,1.0,2333.0,14.0,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1854"">Link</a>",edmccaffrey,WR,Stanford,1991.0,8.4,6.69,3.0,giants
1991,keenanmccardell,Nevada Las Vegas,WR,71.9,175.0,10.25,32.0,,4.56,,36.5,122.0,4.18,,,WR,"Keenan Mccardell, Nevada Las Vegas",True,McCaKe00,12,326.0,commanders,2007.0,21.0,0.0,2.0,10.0,83.0,209.0,0.0,1.0,0.0,0.0,0.0,5.0,20.0,0.0,883.0,11373.0,,63.0,,,UNLV,http://www.sports-reference.com/cfb/players/keenan-mccardell-1.html,33.0,,,,,-5.0,0.0,2189.0,15.0,,,,,,,,,,,,,
1991,mattmccartin,Penn State,OLB,76.3,267.0,10.13,32.0,,5.29,18.0,24.0,94.0,4.7,,,LB,"Matt Mccartin, Penn State",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,davemccloughan,Colorado,CB,72.3,180.0,8.5,30.0,,4.56,9.0,34.0,114.0,3.98,,,DB,"Dave Mccloughan, Colorado",True,McClDa20,3,69.0,colts,1994.0,24.0,0.0,0.0,0.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Colorado,http://www.sports-reference.com/cfb/players/dave-mccloughan-1.html,28.0,,,,,,,,,,,8.0,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1825"">Link</a>",davemccloughan,CB,Colorado,1991.0,8.37,4.87,3.0,colts
1991,garymccummings,Syracuse,OG,74.1,270.0,10.25,31.0,,5.16,23.0,29.0,103.0,4.59,,,OL,"Gary Mccummings, Syracuse",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,kanavismcghee,Colorado,DE,75.8,257.0,10.0,32.5,,4.82,,34.5,122.0,4.41,,,DL,"Kanavis Mcghee, Colorado",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,brucemcgonnigal,Virginia,TE,76.3,229.0,9.88,31.5,,,,,,,,,TE,"Bruce Mcgonnigal, Virginia",True,McGoBr20,9,238.0,steelers,1991.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Virginia,http://www.sports-reference.com/cfb/players/bruce-mcgonnigal-1.html,40.0,,,,,0.0,0.0,1556.0,12.0,,,,,,,,,,,,,
1991,lamarmcgriggs,Western Illinois,FS,73.8,199.0,10.13,33.0,,4.81,9.0,34.0,118.0,4.17,,,DB,"Lamar Mcgriggs, Western Illinois",True,McGrLa21,8,223.0,giants,1994.0,23.0,0.0,0.0,1.0,9.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,Western Illinois,,,,,,,,,,,,,,,,,,,,,,,
1991,danmcgwire,San Diego State,QB,79.9,243.0,10.25,34.5,,5.1,,31.5,114.0,4.36,,,QB,"Dan Mcgwire, San Diego State",True,McGwDa00,1,16.0,seahawks,1995.0,23.0,0.0,0.0,0.0,2.0,13.0,74.0,148.0,745.0,2.0,6.0,14.0,6.0,0.0,0.0,0.0,,0.0,,,San Diego State,http://www.sports-reference.com/cfb/players/dan-mcgwire-1.html,46.0,8164.0,49.0,30.0,59.1,-456.0,3.0,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1812"">Link</a>",danmcgwire,QB,San Diego State,1991.0,7.3,5.36,1.0,seahawks
1991,curtismcmanus,Purdue,WR,67.8,169.0,9.25,29.75,,4.54,,35.5,115.0,4.23,,,WR,"Curtis Mcmanus, Purdue",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,charlesmcrae,Tennessee,OT,78.8,290.0,10.38,33.0,,5.2,19.0,31.0,115.0,4.65,,,OL,"Charles Mcrae, Tennessee",True,McRaCh20,1,7.0,buccaneers,1996.0,22.0,0.0,0.0,2.0,18.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Tennessee,,,,,,,,,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1780"">Link</a>",charlesmcrae,OT,Tennessee,1991.0,9.42,7.68,1.0,buccaneers
1991,darrylmilburn,Grambling State (LA),DE,74.9,255.0,9.38,32.5,,4.71,22.0,36.0,111.0,4.57,,,DL,"Darryl Milburn, Grambling State (LA)",True,MilbDa20,9,231.0,lions,1991.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Grambling State,,,,,,,,,,,,,,,,,,,,,,,
1991,blakemiller,Louisiana State,C,73.4,281.0,10.25,32.0,,5.14,21.0,28.5,109.0,4.55,,,OL,"Blake Miller, Louisiana State",True,MillBl21,7,168.0,patriots,1992.0,23.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,LSU,,,,,,,,,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1753"">Link</a>",blakemiller,OC,Louisiana State,1991.0,6.73,6.19,7.0,patriots
1991,coreymiller,South Carolina,OLB,73.6,252.0,10.0,34.0,,,26.0,,,,,,LB,"Corey Miller, South Carolina",True,MillCo20,6,167.0,giants,1999.0,22.0,0.0,0.0,5.0,36.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,14.0,South Carolina,,,,,,,,,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1800"">Link</a>",coreymiller,LB,South Carolina,1991.0,,,6.0,giants
1991,scottmiller,,DT,75.4,272.0,10.25,32.5,,5.06,21.0,28.0,110.0,4.44,,,DL,"Scott Miller, N/A",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,scottmiller,UCLA,WR,70.0,179.0,9.13,30.5,,4.62,,31.5,113.0,4.33,,,WR,"Scott Miller, UCLA",True,MillSc00,9,246.0,dolphins,1996.0,22.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,274.0,,1.0,,,UCLA,http://www.sports-reference.com/cfb/players/scott-miller-2.html,22.0,,,,,23.0,0.0,1137.0,14.0,,,,,,,,,,,,,
1991,erniemills,Florida,WR,70.6,176.0,9.63,31.5,,4.46,,38.5,125.0,3.96,,,WR,"Ernie Mills, Florida",True,MillEr00,3,73.0,steelers,1999.0,22.0,0.0,0.0,1.0,25.0,118.0,0.0,0.0,0.0,0.0,0.0,18.0,121.0,0.0,196.0,2934.0,,20.0,,,Florida,http://www.sports-reference.com/cfb/players/ernie-mills-1.html,41.0,,,,,19.0,0.0,1585.0,15.0,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1873"">Link</a>",erniemills,WR,Florida,1991.0,9.54,8.01,3.0,steelers
1991,charlesmincy,Washington,CB,72.0,189.0,9.5,31.0,,4.68,10.0,31.5,114.0,4.27,,,DB,"Charles Mincy, Washington",True,MincCh20,5,133.0,chiefs,1999.0,21.0,0.0,0.0,3.0,30.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23.0,,Washington,http://www.sports-reference.com/cfb/players/charles-mincy-1.html,22.0,,,,,,,,,,,3.0,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1781"">Link</a>",charlesmincy,CB,Washington,1991.0,3.46,1.82,5.0,chiefs
1991,benmitchell,Toledo,OT,74.9,317.0,10.0,32.0,,5.57,22.0,24.0,96.0,4.97,,,OL,"Ben Mitchell, Toledo",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,brianmitchell,Brigham Young,CB,69.8,164.0,9.25,30.0,,4.58,,33.0,115.0,4.17,,,DB,"Brian Mitchell, Brigham Young",True,MitcBr21,7,172.0,falcons,1993.0,22.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,BYU,http://www.sports-reference.com/cfb/players/brian-mitchell-3.html,36.0,,,,,,,,,,,13.0,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1766"">Link</a>",brianmitchell,CB,BYU,1991.0,4.38,1.93,7.0,falcons
1991,hermanmoore,Virginia,WR,75.5,205.0,9.75,34.5,,,,,,,,,WR,"Herman Moore, Virginia",True,MoorHe00,1,10.0,lions,2002.0,21.0,3.0,4.0,8.0,78.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,9174.0,,62.0,,,Virginia,http://www.sports-reference.com/cfb/players/herman-moore-1.html,33.0,,,,,0.0,0.0,2504.0,27.0,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1916"">Link</a>",hermanmoore,WR,Virginia,1991.0,,,1.0,lions
1991,markmoore,Tennessee,DT,75.4,275.0,9.75,33.0,,,22.0,,,,,,DL,"Mark Moore, Tennessee",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,patrickmoore,Cal Poly-SLO,DT,73.5,262.0,9.5,31.0,,5.21,28.0,25.0,94.0,4.62,,,DL,"Patrick Moore, Cal Poly-SLO",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,reggiemoore,UCLA,WR,69.0,176.0,9.63,31.25,,4.72,,36.5,113.0,4.41,,,WR,"Reggie Moore, UCLA",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,shawnmoore,Virginia,QB,73.9,213.0,,,,,,,,,,,QB,"Shawn Moore, Virginia",True,MoorSh00,11,284.0,broncos,1992.0,23.0,0.0,0.0,0.0,1.0,3.0,17.0,34.0,232.0,0.0,3.0,8.0,39.0,0.0,0.0,0.0,,0.0,,,Virginia,http://www.sports-reference.com/cfb/players/shawn-moore-1.html,38.0,6629.0,55.0,32.0,55.2,1268.0,28.0,,,,,,,,,,,,,,,
1991,vincentmoore,Tennessee,WR,70.0,200.0,9.63,29.5,,,,,,,,,WR,"Vincent Moore, Tennessee",True,VinceMoore1612,11,279.0,patriots,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Tennessee,http://www.sports-reference.com/cfb/players/vincent-moore-1.html,44.0,,,,,123.0,1.0,363.0,1.0,,,,,,,,,,,,,
1991,anthonymorgan,Tennessee,WR,72.4,195.0,9.13,32.5,,4.55,,31.5,116.0,4.29,,,WR,"Anthony Morgan, Tennessee",True,MorgAn00,5,134.0,bears,1996.0,23.0,0.0,0.0,0.0,13.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,86.0,0.0,87.0,1283.0,,12.0,,,Tennessee,http://www.sports-reference.com/cfb/players/anthony-morgan-2.html,32.0,,,,,20.0,0.0,546.0,3.0,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1737"">Link</a>",anthonymorgan,WR,Tennessee,1991.0,6.16,3.3,5.0,bears
1991,robertmorris,Cal Poly-SLO,DT,74.6,275.0,9.25,31.5,,,24.0,,,,,,DL,"Robert Morris, Cal Poly-SLO",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,anthonymoss,Florida State,OLB,75.6,233.0,9.5,32.0,,4.89,19.0,29.5,,4.32,,,LB,"Anthony Moss, Florida State",True,AnthonyMoss1472,5,139.0,giants,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Florida State,,,,,,,,,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1738"">Link</a>",anthonymoss,LB,Florida State,1991.0,4.26,3.22,5.0,giants
1991,ericmoten,Michigan State,OG,75.0,307.0,10.0,32.0,,5.15,25.0,26.5,100.0,4.61,,,OL,"Eric Moten, Michigan State",True,MoteEr20,2,47.0,chargers,1996.0,23.0,0.0,0.0,4.0,27.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Michigan State,,,,,,,,,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1864"">Link</a>",ericmoten,OG,Michigan State,1991.0,7.87,6.87,2.0,chargers
1991,markmurray,Florida,DT,74.8,239.0,10.5,32.5,,5.05,17.0,30.0,105.0,4.43,,,DL,"Mark Murray, Florida",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,billmusgrave,Oregon,QB,74.3,200.0,9.5,31.5,,4.98,,30.5,106.0,4.27,,,QB,"Bill Musgrave, Oregon",True,MusgBi00,4,106.0,cowboys,1996.0,23.0,0.0,0.0,0.0,1.0,12.0,43.0,69.0,402.0,1.0,2.0,19.0,-11.0,0.0,0.0,0.0,,0.0,,,Oregon,http://www.sports-reference.com/cfb/players/bill-musgrave-1.html,37.0,7631.0,55.0,38.0,57.2,-186.0,3.0,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1749"">Link</a>",billmusgrave,QB,Oregon,1991.0,6.35,2.33,4.0,cowboys
1991,godfreymyles,Florida,ILB,73.3,240.0,9.5,32.0,,4.7,22.0,36.5,,,,,LB,"Godfrey Myles, Florida",True,MyleGo20,3,62.0,cowboys,1996.0,22.0,0.0,0.0,1.0,9.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,Florida,http://www.sports-reference.com/cfb/players/godfrey-myles-1.html,22.0,,,,,,,,,,,4.0,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1902"">Link</a>",godfreymyles,LB,Florida,1991.0,9.66,7.78,3.0,cowboys
1991,browningnagle,Louisville,QB,74.3,231.0,10.0,30.0,,,,,,,,,QB,"Browning Nagle, Louisville",True,NaglBr00,2,34.0,jets,1996.0,23.0,0.0,0.0,1.0,5.0,24.0,213.0,437.0,2489.0,8.0,20.0,26.0,68.0,0.0,0.0,0.0,,0.0,,,Louisville,http://www.sports-reference.com/cfb/players/browning-nagle-1.html,33.0,4653.0,32.0,21.0,55.7,-158.0,3.0,,,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1767"">Link</a>",browningnagle,QB,Louisville,1991.0,,,2.0,jets
1991,glennneely,Florida,OT,75.6,287.0,9.88,32.0,,5.6,21.0,27.0,90.0,4.8,,,OL,"Glenn Neely, Florida",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,chipnitowski,Duke,C,75.5,269.0,10.88,33.0,,5.52,16.0,20.5,94.0,4.85,,,OL,"Chip Nitowski, Duke",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,mikenord,Kentucky,C,78.9,294.0,9.63,33.0,,5.53,11.0,26.0,91.0,5.09,,,OL,"Mike Nord, Kentucky",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,bobbyolive,Ohio State,WR,71.4,158.0,8.88,30.5,,4.66,,34.5,115.0,3.95,,,WR,"Bobby Olive, Ohio State",True,OlivBo20,11,300.0,chiefs,1996.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Ohio State,http://www.sports-reference.com/cfb/players/bobby-olive-1.html,44.0,,,,,29.0,0.0,1301.0,10.0,,,,,,,,,,,,,
1991,tonyollison,Arkansas,DT,75.8,270.0,10.25,32.0,,5.17,,33.0,110.0,4.46,,,DL,"Tony Ollison, Arkansas",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,anthonyowens,Tennessee State,WR,72.4,189.0,10.5,31.5,,,,,,,,,WR,"Anthony Owens, Tennessee State",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,jeffpahukoa,Washington,OG,74.4,298.0,9.25,31.0,,5.37,,25.0,89.0,4.9,,,OL,"Jeff Pahukoa, Washington",True,PahuJe20,12,311.0,rams,1996.0,22.0,0.0,0.0,0.0,7.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Washington,,,,,,,,,,,,,,,,,,,,,,,
1991,quintinparker,Illinois,SS,72.1,195.0,9.5,31.5,,4.72,15.0,31.0,109.0,4.23,,,DB,"Quintin Parker, Illinois",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,bernieparmalee,Ball State (IN),RB,71.1,191.0,9.25,33.0,,4.8,11.0,28.5,119.0,4.23,,,RB,"Bernie Parmalee, Ball State (IN)",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,jeffpearson,Michigan State,C,73.6,269.0,9.25,32.0,,5.37,21.0,29.0,104.0,4.57,,,OL,"Jeff Pearson, Michigan State",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,kevinpearson,Boston College,OLB,74.9,235.0,9.63,34.5,,4.85,23.0,30.5,115.0,4.3,,,LB,"Kevin Pearson, Boston College",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,markpeoples,Central Missouri,CB,68.1,187.0,9.25,30.0,,4.65,12.0,32.5,109.0,4.3,,,DB,"Mark Peoples, Central Missouri",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,claudepettaway,Maine,CB,69.8,198.0,9.5,30.5,,4.65,18.0,34.0,112.0,4.24,,,DB,"Claude Pettaway, Maine",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,romanphifer,UCLA,OLB,73.9,227.0,8.75,33.5,,4.71,19.0,36.5,120.0,4.31,,,LB,"Roman Phifer, UCLA",True,PhifRo20,2,31.0,rams,2005.0,23.0,0.0,0.0,12.0,64.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,29.0,UCLA,http://www.sports-reference.com/cfb/players/roman-phifer-1.html,11.0,,,,,,,,,,,3.0,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=2124"">Link</a>",romanphifer,LB,UCLA,1991.0,8.52,6.5,2.0,rams
1991,brucepickens,Nebraska,CB,69.8,193.0,9.75,31.0,,4.48,,34.5,127.0,4.12,,,DB,"Bruce Pickens, Nebraska",True,PickBr20,1,3.0,falcons,1995.0,23.0,0.0,0.0,0.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,Nebraska,http://www.sports-reference.com/cfb/players/bruce-pickens-1.html,34.0,,,,,,,,,,,4.0,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1769"">Link</a>",brucepickens,CB,Nebraska,1991.0,9.61,7.15,1.0,falcons
1991,bradypierce,Wisconsin,OT,77.9,291.0,10.0,33.0,,5.43,17.0,26.5,97.0,4.7,,,OL,"Brady Pierce, Wisconsin",True,BradyPierce1592,10,259.0,vikings,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,
1991,rolandpoles,Tennessee,RB,72.3,248.0,10.38,31.5,,,,,,,,,RB,"Roland Poles, Tennessee",True,RonaldPoles1587,10,254.0,chargers,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Tennessee,http://www.sports-reference.com/cfb/players/roland-poles-1.html,45.0,,,,,425.0,4.0,226.0,0.0,,,,,,,,,,,,,
1991,rapierporter,Arkansas-Pine Bluff,C,75.4,272.0,,,,5.04,26.0,28.0,102.0,4.84,,,OL,"Rapier Porter, Arkansas-Pine Bluff",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,ernestpriester,Edinboro (PA),WR,68.4,188.0,8.75,30.5,,4.61,,32.5,111.0,4.33,,,WR,"Ernest Priester, Edinboro (PA)",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,mikepritchard,Colorado,WR,70.4,185.0,9.13,30.5,,4.48,,35.5,120.0,4.15,,,WR,"Mike Pritchard, Colorado",True,PritMi00,1,13.0,falcons,1999.0,21.0,0.0,0.0,6.0,43.0,127.0,0.0,0.0,0.0,0.0,0.0,17.0,102.0,0.0,422.0,5187.0,,26.0,,,Colorado,http://www.sports-reference.com/cfb/players/mike-pritchard-1.html,,,,,,585.0,5.0,1241.0,10.0,,,,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=2044"">Link</a>",mikepritchard,WR,Colorado,1991.0,9.27,6.94,1.0,falcons
1991,kelvinpritchett,Mississippi,DT,74.6,281.0,9.63,32.0,,5.06,30.0,30.0,106.0,4.55,,,DL,"Kelvin Pritchett, Mississippi",True,PritKe20,1,20.0,cowboys,2004.0,21.0,0.0,0.0,4.0,34.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,31.5,Mississippi,http://www.sports-reference.com/cfb/players/kelvin-pritchett-1.html,11.0,,,,,,,,,,,1.0,,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=1975"">Link</a>",kelvinpritchett,DT,Mississippi,1991.0,7.72,6.86,1.0,cowboys
1991,dustinquinton,Nevada Las Vegas,OT,76.8,304.0,9.38,33.0,,5.58,21.0,23.0,91.0,4.87,,,OL,"Dustin Quinton, Nevada Las Vegas",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,billragans,Florida State,CB,74.8,208.0,9.63,31.5,,4.71,6.0,33.0,115.0,4.15,,,DB,"Bill Ragans, Florida State",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,ericramsey,Auburn,CB,71.1,189.0,9.0,31.0,,4.62,15.0,35.0,120.0,4.16,,,DB,"Eric Ramsey, Auburn",True,EricRamsey1606,10,273.0,chiefs,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Auburn,http://www.sports-reference.com/cfb/players/eric-ramsey-1.html,22.0,,,,,,,,,,,2.0,,,,,,,,,,
