year,name,college,pos,height,weight,hand_size,arm_length,wonderlic,40_yard,bench_press,vert_leap,broad_jump,shuttle,3_cone,60yd_shuttle,simple_pos,tag,drafted,player_id,draft_round,draft_pick,team,year_max,age,all_pros_first_team,pro_bowls,years_as_primary_starter,career_av,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,rec,rec_yds,tackles_solo,rec_td,def_int,sacks,college_id,college_link,college_games,college_pass_yds,college_pass_td,college_pass_int,college_pass_cmp_pct,college_rush_yds,college_rush_td,college_rec_yds,college_rec_td,college_tackles,college_sacks,college_ints,college_fumbles,name_for_merge,Link,Name,POS,College,Year,RAS,Alltime RAS,Round,Draft Team
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charlesdjohnson,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10417"">Link</a>",Charles D. Johnson,WR,Grand Valley State,2013,9.5,9.74,7,packers
2021.0,Kyle Pitts,Florida,TE,,,,,,,,,,,,,TE,"Kyle Pitts, Florida",True,PittKy00,1,4.0,falcons,2024.0,20.0,0.0,1.0,4.0,21.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,196.0,2651.0,10.0,3.0,,,Florida,http://www.sports-reference.com/cfb/players/kyle-pitts-1.html,32.0,,,,,0.0,0.0,1492.0,18.0,,,,,kylepitts,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=18417"">Link</a>",Kyle Pitts,TE,Florida,2021,9.65,9.74,1,falcons
2019.0,Cole Holcomb,North Carolina,ILB,73.25,231.0,,,,,,,,,,,LB,"Cole Holcomb, North Carolina",True,HolcCo00,5,173.0,commanders,2023.0,23.0,0.0,0.0,3.0,25.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.0,4.5,North Carolina,http://www.sports-reference.com/cfb/players/cole-holcomb-1.html,49.0,,,,,,,,,328.0,2.5,0.0,4.0,coleholcomb,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=18540"">Link</a>",Cole Holcomb,LB,North Carolina,2019,9.64,9.74,5,commanders
2021.0,Elerson Smith,Northern Iowa,DE,,,,,,,,,,,,,DL,"Elerson Smith, Northern Iowa",True,SmitEl00,4,116.0,giants,2024.0,23.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,Northern Iowa,,,,,,,,,,,,,,,elersonsmith,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19403"">Link</a>",Elerson Smith,DE,Northern Iowa,2021,9.71,9.74,4,giants
2021.0,Trey Sermon,Ohio State,RB,,,,,,,,,,,,,RB,"Trey Sermon, Ohio State",True,SermTr00,3,88.0,49ers,2024.0,22.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,134.0,505.0,3.0,22.0,138.0,0.0,1.0,,,Ohio State,http://www.sports-reference.com/cfb/players/trey-sermon-1.html,45.0,,,,,2946.0,26.0,486.0,3.0,,,,,treysermon,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19522"">Link</a>",Trey Sermon,RB,Ohio State,2021,9.67,9.74,3,49ers
2019.0,Drew Forbes,Southeast Missouri State,OG,76.5,308.0,,,,,,,,,,,OL,"Drew Forbes, Southeast Missouri State",True,ForbDr00,6,189.0,browns,2022.0,22.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SE Missouri State,,,,,,,,,,,,,,,drewforbes,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19992"">Link</a>",Drew Forbes,OG,Southeast Missouri,2019,9.81,9.74,6,browns
2022.0,Daniel Bellinger,San Diego State,TE,76.88,253.0,10.13,32.5,,4.63,22.0,34.5,125.0,4.47,,,TE,"Daniel Bellinger, San Diego State",True,BellDa00,4,112.0,giants,2024.0,21.0,0.0,0.0,2.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,69.0,648.0,2.0,2.0,,,San Diego State,http://www.sports-reference.com/cfb/players/daniel-bellinger-1.html,43.0,,,,,-4.0,0.0,771.0,5.0,,,,,danielbellinger,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=21049"">Link</a>",Daniel Bellinger,TE,San Diego State,2022,9.65,9.74,4,giants
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joshpaschal,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=21075"">Link</a>",Josh Paschal,DE,Kentucky,2022,9.7,9.74,2,lions
2022.0,Damarri Mathis,Pittsburgh,CB,71.0,196.0,8.25,31.88,,4.39,,,,,,,DB,"Damarri Mathis, Pittsburgh",True,MathDa00,4,115.0,broncos,2024.0,23.0,0.0,0.0,1.0,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,,Pittsburgh,http://www.sports-reference.com/cfb/players/damarri-mathis-1.html,46.0,,,,,,,,,87.0,0.0,5.0,0.0,damarrimathis,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=21089"">Link</a>",Damarri Mathis,CB,Pittsburgh,2022,9.71,9.74,4,broncos
2024.0,Tyler Guyton,Oklahoma,OT,79.75,322.0,10.25,34.13,,5.19,,34.5,107.0,4.71,7.5,,OL,"Tyler Guyton, Oklahoma",True,GuytTy00,1,29.0,cowboys,2024.0,23.0,0.0,0.0,1.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Oklahoma,http://www.sports-reference.com/cfb/players/tyler-guyton-1.html,,,,,,,,,,,,,,tylerguyton,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=25094"">Link</a>",Tyler Guyton,OT,Oklahoma,2024,9.73,9.74,1,cowboys
2024.0,Tanor Bortolini,Wisconsin,C,76.25,303.0,10.0,31.5,,4.94,21.0,32.5,112.0,4.28,7.16,,OL,"Tanor Bortolini, Wisconsin",True,BortTa00,4,117.0,colts,2024.0,22.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Wisconsin,http://www.sports-reference.com/cfb/players/taner-bortolini-1.html,34.0,,,,,,,,,,,,,tanorbortolini,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=25069"">Link</a>",Tanor Bortolini,OG,Wisconsin,2024,9.77,9.74,4,colts
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malikmuhammad,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30150"">Link</a>",Malik Muhammad,CB,Texas,2026,9.74,9.74,4,bears
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ephesiansprysock,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30156"">Link</a>",Ephesians Prysock,CB,Washington,2026,9.74,9.74,4,49ers
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vjpayne,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30153"">Link</a>",VJ Payne,SS,Kansas State,2026,9.74,9.74,7,jets
1993.0,Doug Miller,South Dakota State,OLB,75.6,227.0,9.13,32.75,,4.63,25.0,38.5,124.0,4.07,,,LB,"Doug Miller, South Dakota State",True,MillDo23,7,188.0,chargers,1994.0,23.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,South Dakota State,,,,,,,,,,,,,,,dougmiller,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=2804"">Link</a>",Doug Miller,LB,South Dakota State,1993,10.0,9.73,7,chargers
2003.0,Visanthe Shiancoe,Morgan State (MD),TE,76.4,251.0,10.25,33.5,,4.64,28.0,39.5,120.0,4.28,,,TE,"Visanthe Shiancoe, Morgan State (MD)",True,ShiaVi00,3,91.0,giants,2013.0,23.0,0.0,0.0,5.0,23.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,2679.0,27.0,,,,Morgan State,,,,,,,,,,,,,,,visantheshiancoe,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=6589"">Link</a>",Visanthe Shiancoe,TE,Morgan State,2003,9.73,9.73,3,giants
2006.0,Reggie Bush,Southern California,RB,70.88,201.0,,,,,,,,,,,RB,"Reggie Bush, Southern California",True,BushRe00,1,2.0,saints,2016.0,21.0,0.0,0.0,8.0,61.0,134.0,0.0,1.0,0.0,0.0,1.0,1286.0,5490.0,36.0,477.0,3598.0,18.0,,,,USC,http://www.sports-reference.com/cfb/players/reggie-bush-1.html,39.0,,,,,3169.0,25.0,1301.0,13.0,,,,,reggiebush,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7599"">Link</a>",Reggie Bush,RB,Southern California,2006,9.63,9.73,1,saints
2007.0,Adrian Peterson,Oklahoma,RB,73.5,217.0,9.25,33.75,16.0,4.41,,38.5,127.0,4.4,,,RB,"Adrian Peterson, Oklahoma",True,PeteAd01,1,7.0,vikings,2021.0,22.0,4.0,7.0,12.0,101.0,184.0,0.0,0.0,0.0,0.0,0.0,3230.0,14918.0,120.0,305.0,2474.0,6.0,,,,Oklahoma,http://www.sports-reference.com/cfb/players/adrian-peterson-1.html,31.0,,,,,4041.0,41.0,198.0,1.0,,,,,adrianpeterson,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7686"">Link</a>",Adrian Peterson,RB,Oklahoma,2007,9.64,9.73,1,vikings
2010.0,Bruce Campbell,Maryland,OT,78.38,314.0,10.5,36.25,,4.75,34.0,32.0,101.0,4.69,,,OL,"Bruce Campbell, Maryland",True,CampBr20,4,106.0,raiders,2012.0,22.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Maryland,http://www.sports-reference.com/cfb/players/bruce-campbell-2.html,,,,,,,,,,,,,,brucecampbell,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=8819"">Link</a>",Bruce Campbell,OT,Maryland,2010,9.8,9.73,4,raiders
2010.0,Mike Neal,Purdue,DT,75.0,294.0,10.25,33.5,,4.87,31.0,33.0,113.0,4.53,,,DL,"Mike Neal, Purdue",True,NealMi99,2,56.0,packers,2015.0,23.0,0.0,0.0,2.0,17.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,19.0,Purdue,http://www.sports-reference.com/cfb/players/mike-neal-2.html,46.0,,,,,,,,,99.0,13.0,0.0,1.0,mikeneal,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9085"">Link</a>",Mike Neal,DT,Purdue,2010,9.58,9.73,2,packers
2011.0,Jonathan Nelson,Oklahoma,FS,70.88,198.0,,,,,,,,,,,DB,"Jonathan Nelson, Oklahoma",True,NelsJo01,7,229.0,rams,2011.0,23.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,Oklahoma,http://www.sports-reference.com/cfb/players/jonathan-nelson-1.html,31.0,,,,,,,,,155.0,1.0,5.0,3.0,jonathannelson,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=9445"">Link</a>",Jonathan Nelson,FS,Oklahoma,2011,9.61,9.73,7,rams
2013.0,David Amerson,North Carolina State,CB,73.0,205.0,10.5,32.58,,4.44,15.0,35.5,127.0,,,,DB,"David Amerson, North Carolina State",True,AmerDa00,2,51.0,commanders,2018.0,21.0,0.0,0.0,4.0,20.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,9.0,,North Carolina State,http://www.sports-reference.com/cfb/players/david-amerson-1.html,39.0,,,,,,,,,177.0,0.0,18.0,1.0,davidamerson,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10478"">Link</a>",David Amerson,CB,North Carolina State,2013,9.65,9.73,2,commanders
2013.0,Eric Reid,Louisiana State,FS,73.25,213.0,10.0,33.58,29.0,4.53,17.0,40.5,134.0,4.22,,,DB,"Eric Reid, Louisiana State",True,ReidEr00,1,18.0,49ers,2019.0,21.0,0.0,1.0,7.0,33.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,11.0,6.0,LSU,http://www.sports-reference.com/cfb/players/eric-reid-1.html,39.0,,,,,,,,,199.0,0.0,6.0,2.0,ericreid,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=10528"">Link</a>",Eric Reid,FS,Louisiana State,2013,9.56,9.73,1,49ers
2014.0,Deone Bucannon,Washington State,SS,73.0,211.0,9.75,32.38,,4.49,19.0,36.5,124.0,4.26,,,DB,"Deone Bucannon, Washington State",True,BucaDe00,1,27.0,cardinals,2020.0,22.0,0.0,0.0,4.0,32.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,2.0,7.0,Washington State,http://www.sports-reference.com/cfb/players/deone-bucannon-1.html,49.0,,,,,,,,,363.0,1.0,15.0,5.0,deonebucannon,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=11187"">Link</a>",Deone Bucannon,SS,Washington State,2014,9.02,9.73,1,cardinals
2015.0,Tre McBride,William & Mary (VA),WR,72.25,210.0,9.0,32.13,,4.41,16.0,38.0,122.0,4.08,,,WR,"Tre McBride, William & Mary (VA)",True,McBrTr00,7,245.0,titans,2017.0,22.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,10.0,152.0,1.0,5.0,,,William & Mary,,,,,,,,,,,,,,,tremcbride,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12230"">Link</a>",Tre McBride,WR,William &amp; Mary,2015,9.56,9.73,7,titans
2016.0,David Onyemata,Manitoba,DT,75.25,300.0,,,,,,,,,,,DL,"David Onyemata, Manitoba",True,OnyeDa00,4,120.0,saints,2024.0,23.0,0.0,0.0,6.0,43.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,30.0,Manitoba,,,,,,,,,,,,,,,davidonyemata,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12483"">Link</a>",David Onyemata,DT,Manitoba,2016,9.49,9.73,4,saints
2016.0,Jordan Lucas,Penn State,SS,71.63,201.0,10.0,30.13,,,,,,,,,DB,"Jordan Lucas, Penn State",True,LucaJo00,6,204.0,dolphins,2021.0,23.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,Penn State,http://www.sports-reference.com/cfb/players/jordan-lucas-1.html,46.0,,,,,,,,,180.0,4.0,3.0,3.0,jordanlucas,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=12705"">Link</a>",Jordan Lucas,SS,Penn State,2016,9.4,9.73,6,dolphins
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joshsweat,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=16349"">Link</a>",Josh Sweat,DE,Florida State,2018,9.7,9.73,4,eagles
2018.0,Marcus Davenport,Texas-San Antonio,DE,77.75,264.0,9.13,33.63,,4.58,22.0,33.5,124.0,4.41,,,DL,"Marcus Davenport, Texas-San Antonio",True,DaveMa00,1,14.0,saints,2024.0,22.0,0.0,0.0,2.0,20.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,,24.0,Texas-San Antonio,http://www.sports-reference.com/cfb/players/marcus-davenport-1.html,46.0,,,,,,,,,186.0,21.5,0.0,6.0,marcusdavenport,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=16602"">Link</a>",Marcus Davenport,DE,UTSA,2018,9.67,9.73,1,saints
2019.0,Sean Bunting,Central Michigan,CB,72.38,195.0,9.63,31.75,,4.42,14.0,41.5,126.0,,,,DB,"Sean Bunting, Central Michigan",True,BuntSe00,2,39.0,buccaneers,2024.0,22.0,0.0,0.0,3.0,24.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,11.0,1.0,Central Michigan,http://www.sports-reference.com/cfb/players/sean-bunting-1.html,38.0,,,,,,,,,104.0,0.0,9.0,4.0,seanbunting,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=17354"">Link</a>",Sean Bunting,CB,Central Michigan,2019,9.64,9.73,2,buccaneers
2022.0,Kayvon Thibodeaux,Oregon,DE,76.0,254.0,9.75,33.13,,4.58,27.0,,,,,,DL,"Kayvon Thibodeaux, Oregon",True,ThibKa00,1,5.0,giants,2024.0,21.0,0.0,0.0,2.0,21.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,,21.0,Oregon,http://www.sports-reference.com/cfb/players/kayvon-thibodeaux-1.html,32.0,,,,,,,,,126.0,19.0,0.0,3.0,kayvonthibodeaux,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=18946"">Link</a>",Kayvon Thibodeaux,DE,Oregon,2022,9.63,9.73,1,giants
2019.0,Mitch Wishnowsky,Utah,P,74.38,218.0,9.25,31.25,,4.63,,32.5,117.0,,,,ST,"Mitch Wishnowsky, Utah",True,WishMi00,4,110.0,49ers,2024.0,27.0,0.0,0.0,2.0,9.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,Utah,http://www.sports-reference.com/cfb/players/mitch-wishnowsky-1.html,,,,,,,,,,,,,,mitchwishnowsky,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19862"">Link</a>",Mitch Wishnowsky,PK,Utah,2019,9.8,9.73,4,49ers
2024.0,Dylan McMahon,North Carolina State,C,75.38,299.0,9.38,31.75,,5.1,,33.0,115.0,4.33,7.26,,OL,"Dylan McMahon, North Carolina State",True,McMaDy00,6,190.0,eagles,2024.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,North Carolina State,http://www.sports-reference.com/cfb/players/dylan-mcmahon-1.html,48.0,,,,,,,,,,,,,dylanmcmahon,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=19987"">Link</a>",Dylan McMahon,OC,North Carolina State,2024,9.79,9.73,6,eagles
2023.0,Riley Moss,Iowa,CB,72.63,193.0,9.5,30.0,,4.45,,39.0,127.0,,,,DB,"Riley Moss, Iowa",True,MossRi00,3,83.0,broncos,2024.0,23.0,0.0,0.0,1.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,,Iowa,http://www.sports-reference.com/cfb/players/riley-moss-1.html,54.0,,,,,,,,,158.0,0.0,11.0,2.0,rileymoss,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=22998"">Link</a>",Riley Moss,CB,Iowa,2023,9.68,9.73,3,broncos
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emekaegbuka,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27608"">Link</a>",Emeka Egbuka,WR,Ohio State,2025,9.72,9.73,1,buccaneers
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chimeredike,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27110"">Link</a>",Chimere Dike,WR,Florida,2025,9.72,9.73,4,titans
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garrettdellinger,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=27148"">Link</a>",Garrett Dellinger,OG,Louisiana State,2025,9.75,9.73,7,ravens
1988.0,John Stephens,Northwestern State (LA),RB,72.1,220.0,8.5,,,4.41,23.0,35.5,116.0,4.22,,,RB,"John Stephens, Northwestern State (LA)",True,StepJo00,1,17.0,patriots,1993.0,22.0,0.0,1.0,4.0,23.0,88.0,0.0,1.0,0.0,0.0,1.0,945.0,3440.0,18.0,105.0,812.0,,1.0,,,Northwestern State (LA),,,,,,,,,,,,,,,johnstephens,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=614"">Link</a>",John Stephens,RB,Northwestern State,1988,10.0,9.72,1,patriots
2001.0,Justin McCareins,Northern Illinois,WR,73.8,209.0,9.5,32.0,,4.46,,41.0,129.0,3.99,,,WR,"Justin McCareins, Northern Illinois",True,McCaJu00,4,124.0,titans,2008.0,22.0,0.0,0.0,5.0,33.0,114.0,0.0,0.0,0.0,0.0,0.0,8.0,42.0,0.0,240.0,3676.0,16.0,10.0,,,Northern Illinois,http://www.sports-reference.com/cfb/players/justin-mccareins-1.html,44.0,,,,,162.0,0.0,2991.0,29.0,,,,,justinmccareins,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=5745"">Link</a>",Justin McCareins,WR,Northern Illinois,2001,9.96,9.72,4,titans
2005.0,Channing Crowder,Florida,ILB,74.25,252.0,,,,,,,,,,,LB,"Channing Crowder, Florida",True,CrowCh20,3,70.0,dolphins,2010.0,21.0,0.0,0.0,6.0,31.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,1.0,2.5,Florida,http://www.sports-reference.com/cfb/players/channing-crowder-1.html,9.0,,,,,,,,,,,1.0,,channingcrowder,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=7027"">Link</a>",Channing Crowder,LB,Florida,2005,9.57,9.72,3,dolphins
